product,hf_pk,standardD
7,692,146.524552360498
6,231,6.27730502720382
1,575,6.63701740241805
7,179,87.3212459828649
6,424,9.3299313527817
7,356,93.390660050218
7,358,62.2016689410149
6,423,3.85892528404297
6,10035,6.57564676931347
4,916,10.1659241829139
1,368,4.60566186471838
7,183,149.094808443359
2,207,17.6658804856518
6,10362,4.87408110998029
7,702,86.8001657527424
4,344,6.42686668483293
3,146,6.66802069582871
2,10191,12.277022225494
4,343,14.1736129602803
7,10192,82.5219868088397
2,398,18.088670487352
7,185,76.1406732069143
0,675,222.837561796409
7,693,109.228309194145
0,652,194.048484223013
1,10275,6.85344416842342
1,228,2.75480177260073
0,178,507.689784956245
2,412,12.8932266759585
1,223,9.86079581563512
7,690,122.925761568285
6,233,9.14408473901493
6,235,4.31455497304005
4,920,2.95928250445551
7,681,77.3863103245078
4,356,0
2,575,11.9751581102174
7,921,98.1403727501214
2,223,12.8395695198299
6,1004,3.48664525822389
6,428,2.95454645070013
7,920,43.5114302823682
7,685,238.976698654911
0,681,300.928971044722
6,831,6.60411127361477
4,831,7.20601600516309
6,427,4.60194150469649
4,694,14.3723768873247
4,923,9.65646476863852
0,677,335.111642390259
0,371,265.04733539502
4,358,0.229415733870562
7,679,208.10197680113
7,680,51.4928650544437
6,430,7.66119054584274
6,429,3.95589721896532
6,237,5.14628123272677
4,179,14.5002210416397
1,323,6.98393601909701
7,178,161.226071569849
1,412,12.6917917942018
4,919,3.44350221575091
7,676,126.586985200432
0,191,296.783051898487
1,10194,10.8520412097896
0,366,119.574899818761
4,929,1.83234037896015
7,675,53.0761317126235
4,925,6.40238050966015
1,652,4.90185052078687
2,423,11.7277928674208
7,352,142.5
0,10186,311.534590646995
4,926,0.524530528312962
0,679,562.104763105493
1,199,6.16678520511959
7,432,227.164942788019
0,680,328.677001672723
0,10189,298.054296456809
0,918,456.496959118251
7,350,137.366536017297
0,703,322.197469766306
2,228,5.42678542048605
4,927,9.07719684955122
0,368,477.285054649538
7,172,128.781334185634
4,237,5.81358072083985
4,185,5.75212626093509
7,347,96.0105442927214
4,429,1.52970585407784
7,348,89.7719037839496
1,10262,3.54915359319235
4,364,0.371390676354104
0,367,575.663844894606
2,302,14.8955623518475
4,189,2.1077684282282
4,233,3.00166620396073
7,344,126.260427894784
4,10173,6.54653670707977
4,427,1.55212464354217
0,932,250.437298699116
1,995,5.871429486124
4,187,4.36435780471985
4,428,5.37832752130315
4,1004,3.93034103420572
2,230,21.5920860923205
6,663,4.70450347445684
0,980,390.000094674545
7,1005,48.9942725881173
6,356,4.01080790945915
7,752,64.054850007816
5,956,66.3228003491548
6,931,6.69936851214639
7,420,86.9833137222127
6,912,6.08016278126173
5,10189,85.116625872975
3,185,1.43456300471354
0,739,242.744625514911
1,352,11.4866589282234
5,932,67.2731248964498
5,942,62.1889099945946
7,421,93.6899267346362
5,199,37.579132194219
7,10064,106.273786264811
2,944,4.68838483712167
6,692,4.98348922294057
0,10364,288.875278289656
7,10362,75.1898742901409
3,362,2.18848661960966
6,681,4.08539792314974
0,972,588.877048173566
7,10035,56.829263741415
6,355,2.25092573548455
6,342,3.88885438217955
6,680,5.83660295599539
5,716,58.2588483115948
7,999,198.006610109508
7,997,40.6110955742866
5,704,53.9213917060426
6,10062,4.08099809538616
5,374,29.7898094746847
5,952,39.9348278597827
5,10369,69.261222621784
0,738,211.586514837004
6,679,12.2270192606375
6,916,5.52643664365064
0,233,568.820984364118
5,366,17.8573593060475
5,725,43.2501597198146
5,745,67.0245512942122
0,761,497.685205830517
6,339,2.28338480196531
2,652,15.8826102999954
3,928,2.48886408717801
7,909,60.7137039403284
5,703,55.4326704424471
3,360,4.37762908017986
0,971,281.094933972069
6,178,8.59845902106568
7,754,136.688732248893
3,425,5.94383434044613
7,230,213.824728440734
0,998,298.80151631785
2,342,9.23879121735602
3,203,4.21383557538856
5,10362,76.4137564140919
7,223,54.1636008050971
6,347,4.01823904954503
5,367,124.760667431411
7,482,57.3521685887296
0,976,312.181537335193
7,995,59.5715988086218
7,10060,72.9594197007962
3,237,5.25256829410247
5,955,54.9831978588334
6,341,5.68829720972795
5,10032,52.2364131343535
6,354,4.70133641665475
7,575,105.84402270727
5,10234,76.1085328457317
7,998,80.8001895723063
5,714,40.4131333092785
6,690,6.26143974702526
7,10187,100.238049994334
0,404,287.448992130644
1,178,8.55604361565211
0,762,439.79205612605
5,940,66.9222627181107
5,10173,66.192516762564
0,228,277.121880761041
7,10365,110.045892800084
6,10275,4.8425200051213
6,350,10.4745723858622
7,321,77.1177022479275
7,423,69.8184458765403
5,187,76.7081942091165
0,384,229.983165493165
0,332,169.32430657682
6,693,3.23630718729331
5,365,44.8898813684706
6,675,2.64848876788692
5,936,110.095989863968
5,960,59.7438978752921
0,970,358.171951477774
6,358,3.14993300279195
6,667,8.71913939634328
7,222,109.657475371093
6,352,5.88019274060525
0,736,293.998799517357
0,741,325.125591118263
6,172,11.5117299975387
7,761,169.479941436887
5,189,72.8832517074166
0,420,205.452004896008
6,337,3.81794010778936
5,962,53.091179430611
7,409,220.313167418318
3,428,2.89677481828086
7,10194,207.31564416558
6,719,4.92591264484211
2,10262,8.32209768877538
6,694,3.82635931938254
7,424,137.46276367079
3,364,5.10310363079829
3,431,7.8334945180064
7,996,85.3809502562877
6,166,5.11445096717646
1,354,4.85905233665883
0,737,405.497930239565
5,954,51.1340721372094
3,429,1.78197603701375
0,329,195.487472178286
7,994,77.5515129069072
0,973,396.556402696364
2,199,9.23906348704494
5,945,89.9989737215706
7,10033,79.3725393319377
6,685,10.6169345032177
7,419,205.709161336998
5,706,86.0070106581605
5,949,60.5619320947377
7,10371,67.8957293602438
3,235,0.857492925712544
0,749,234.520787991172
6,179,2.7636807041485
7,412,101.348408966298
7,422,155.230524284097
6,335,2.85549402973394
6,351,3.28214667138548
5,10262,69.9506593024119
5,959,75.7643644219112
5,708,27.2609960339292
0,740,552.960000275573
6,343,8.50070025126782
5,947,63.0345448635417
0,661,339.087359177764
5,718,73.3139011687085
0,664,471.530673944536
5,953,41.632694484023
6,920,4.38292140016223
5,323,58.760648846093
1,332,4.39642712080747
0,143,257.895769779528
3,380,1.88224789622864
5,227,46.4661749351656
2,351,8.45281018360167
5,420,68.5520549396822
5,426,40.8729916849178
5,419,102.332790443728
5,10187,96.09523054415
2,361,14.0523065815345
0,10035,245.380821620288
5,999,108.219819865701
0,754,257.521278327071
5,10338,59.4870032638412
0,566,552.115198403098
5,228,84.7420211284079
1,10184,4.60537578987947
2,356,10.9043689940269
1,148,9.86474317429181
5,235,76.4557156089416
5,428,34.133647788217
0,310,540.781841411118
1,143,4.65184972697452
0,751,446.588521302672
0,216,1088.88135097045
5,10261,105.91481821704
1,146,14.0999831138028
5,1005,61.7639117697499
1,145,6.04282959164696
5,764,80.5944199452778
0,142,750.555349946514
1,311,8.74424981127053
0,750,298.141655878036
3,376,1.73943698524581
5,421,59.9847801209094
5,658,92.1021651402909
0,986,334.634258492046
1,319,5.86996778007601
5,750,80.9777584798508
6,319,3.79553483136233
6,322,1.44794741760118
5,383,37.8704793026756
6,417,3.60713127171663
5,424,73.6119501971158
7,764,91.6015811719569
5,203,83.7459783445682
6,674,4.34613493680177
5,975,49.2442890089805
6,153,1.34549055276736
5,661,48.3576419861591
5,976,41.7841097542713
2,368,6.95757822355179
3,944,1.03509833901353
5,762,89.3115200802652
1,417,8.26727440496301
0,995,337.688656823661
5,231,88.7198099544999
1,153,5.74628252401932
1,152,7.45206906391328
5,302,70.7766584730827
2,178,20.1359663998812
1,317,8.53989605097179
0,909,268.61426467782
5,233,123.153359678086
5,230,136.252671446069
2,354,6.41352737059205
1,10254,5.75574247413585
0,996,335.644975915848
5,761,80.4996302860484
2,352,16.276028106055
0,388,178.131271819409
5,422,31.2967598880009
1,322,4.51068956439261
5,423,27.3006609252692
2,343,13.3772399788054
5,431,74.804276895758
5,831,54.7060656891757
5,414,55.2471599021043
2,10275,9.22293337284836
2,170,12.6193351270033
5,10194,130.034340943312
1,10270,8.63900521282362
2,169,20.573040611441
1,10337,5.61314109400222
1,330,3.84023025625452
2,347,9.34177577891684
5,575,59.9822701076971
0,10371,315.615347565748
5,222,106.12363202758
2,341,7.80977893789725
5,756,55.8035401002418
3,10257,1.4749368110164
2,362,7.20052908108974
5,10365,59.0623269228233
5,409,64.8914264999744
5,321,57.0316220296254
2,349,8.86749181376525
5,223,24.1076019252898
0,403,319.059070512328
3,10262,3.46197835314536
3,384,3.29912269040055
1,335,8.41198180623905
0,402,417.030086844263
0,10060,327.029990030096
0,314,258.874285770784
2,172,30.4138126514911
5,10371,72.292231025655
2,166,6.69706274053404
5,998,51.2498806296197
5,412,60.4891874547989
5,413,60.1964640632179
5,10064,77.6651939606229
0,756,416.943767507272
1,331,9.70024593718273
5,10033,64.0966696835033
3,395,4.12278648744422
3,389,3.6105722377565
5,752,57.7359325593407
3,10253,4.13538985772349
2,335,14.825692887371
5,909,63.4753495461033
2,162,8.05790447705875
5,995,84.9162340098698
2,10172,15.401888904228
3,387,2.83102558843133
2,337,14.5036797105493
2,163,8.61421374024194
5,994,74.2980110396264
0,997,298.175353673743
5,415,106.09537488236
5,237,65.768315048873
5,429,64.1255795068547
0,10030,383.696949696436
5,430,84.803694888057
3,652,4.54887982829924
5,997,69.3301281310418
2,339,9.41252294739801
5,10035,69.5803749014661
0,10249,248.404777195072
3,399,3.18965719842717
0,412,498.162574082448
5,751,34.7626236063966
1,339,3.56477241057284
2,928,17.0577642222373
5,408,71.8331399842719
2,330,12.8286851780957
2,10337,4.30309965799848
1,162,6.59669158512667
5,996,31.7335318780394
5,988,137.407023110174
3,385,3.15194901746454
0,315,216.839755423593
0,400,141.387137253164
3,979,3.91152144312159
2,214,4.13023286624517
3,419,3.6554941338535
5,693,69.9870786393502
7,207,133.374172727477
4,10030,0
6,403,2.7706444355484
6,402,6.67631054772352
4,332,0
5,146,110.278420596511
1,187,6.25101298980356
6,401,3.44633036467141
3,352,9.71755267747624
4,10337,2.50808217378861
7,652,89.9555445761961
5,312,66.5281895139196
0,713,412.27282514488
6,566,10.8303602570138
1,230,6.41839803481627
6,400,3.07658381413021
6,189,8.6778605173104
7,10191,90.1177680660819
3,178,10.1532376754471
7,400,101.067981290344
7,401,113.611251570945
6,929,5.40547979578687
0,667,440.954592198508
5,696,56.6303156185697
0,430,496.975615000135
6,10173,1.57268348161139
5,358,41.8614494777827
6,10189,8.05023751889793
5,692,84.0271628853676
1,179,4.39585366132276
3,351,3.21345854018279
6,366,3.22845549778617
7,399,60.8725991997494
5,179,56.4076074817766
7,398,107.076165710012
6,10193,4.12246394704781
5,143,50.1999510728775
7,936,154.015800927969
5,315,38.3557905232921
7,10262,105.215570166842
5,316,37.2432160649043
6,10191,4.30515871187016
7,939,71.4218371209674
6,398,8.68112347348572
5,149,59.6709687027859
4,329,1.46897744599504
0,945,269.590276862719
1,10173,8.02282926863611
5,10030,47.6626338620377
4,341,4.2890571686574
7,367,217.303075865545
6,409,3.25264663696005
2,385,9.224796263163
0,710,275.230888719386
1,366,3.8520248231411
4,327,2.42535625036333
6,207,5.96506584892494
3,317,2.25092573548455
0,170,327.029860122535
4,910,8.434823356733
1,365,2.49310643778899
6,210,3.49829890633937
5,314,70.9497121916576
5,148,76.4852554548542
7,710,106.680808357431
5,10027,63.1109681592218
5,150,70.3651191997853
0,947,225.224509567997
5,317,52.1718342106187
1,185,3.970742804435
7,942,127.878618918374
5,10249,56.1257998883349
5,694,40.4437292802634
7,10189,87.7933178930303
6,365,2.24669068801628
0,429,183.139034061834
5,10241,59.7578446733147
7,406,141.962436346145
5,698,25.5614845569193
7,216,367.777214778383
5,702,65.0122296187417
5,364,50.746759682108
3,358,5.37848534209803
5,10192,36.0482084621876
6,183,4.52480343814471
5,185,38.7354460747349
0,428,160.7161058098
5,929,75.4185060724559
0,1004,279.359345422064
5,701,51.6199675768164
0,967,300.742657840652
3,356,3.57752726037151
7,751,82.4075239283404
0,666,338.328838797486
6,702,4.58228855715707
7,566,189.641875480265
6,701,3.77881089295375
0,963,173.348366379618
0,831,284.450468911671
7,388,95.2031175848963
5,699,59.7158036701945
6,699,4.30231117225671
5,361,56.7273641742136
7,10193,138.680171618007
1,356,6.75803193770166
7,403,97.4893156539047
6,10192,5.4639709328453
5,924,48.0851867541885
0,380,157.903242038135
5,360,54.8040799529303
6,364,3.01269890294449
0,237,294.566741533038
7,210,77.7720563803169
7,986,59.2812349916429
5,362,26.5609760689522
0,968,256.666238471316
7,215,92.5196485914969
1,358,6.8654488092024
6,704,5.11952378737748
3,170,2.56229574349336
5,921,49.6905045764207
6,374,1.97699183914
0,965,374.187720268851
5,681,42.8219959055312
0,1005,365.866994970383
3,347,1.20694239991391
7,394,77.2318710427367
6,191,6.28958055274052
0,431,321.996694618173
5,356,35.1664337497856
6,185,2.25139580455838
0,335,232.976883124003
5,920,72.261492742216
5,682,57.3867580544502
7,389,49.0800555404316
5,685,117.988625678383
5,928,68.3996370226304
3,179,2.37325787498461
6,10241,8.38220960776433
5,183,87.6769789145301
7,402,76.2599720255216
0,764,390.896405713841
7,10257,60.8694062348617
0,730,252.902319746841
3,349,4.89363045678963
7,395,72.7457338882618
3,10275,5.359959576962
0,10172,277.381250077825
6,368,3.82129544141443
7,985,126.765788828813
0,731,289.815212062544
7,397,151.281961528987
6,703,2.73380398173064
5,923,95.3800327602725
5,926,66.306108315901
4,339,0
1,235,6.72626546151901
6,980,7.60360538263361
5,662,61.9767508591635
7,949,74.7030050335257
5,663,35.5443750458859
3,319,1.31122013621437
7,10369,55.5598482641056
0,343,252.471013294819
1,428,3.70638892192653
6,385,2.70801280154532
5,906,31.9184899392186
6,10179,3.93223854820635
7,945,104.059404590813
4,10254,1.3451854182691
1,364,5.49909083394701
0,949,232.65397341337
7,944,55.0335768534155
5,10254,59.7475200644023
6,981,13.435629089561
6,964,3.21151773369635
7,964,43.124282065951
5,10172,71.9058427142761
4,146,5.01459857121279
5,666,66.2751662451232
6,968,7.33809369302539
1,431,8.76281017170081
6,387,4.54291704063537
7,962,53.7490978272322
6,963,2.05318769481626
4,311,7.8674076986072
6,381,3.49350045864395
4,145,8.8273482950475
6,380,2.25227691964184
7,379,52.3630027593053
5,667,80.3756655900753
5,153,49.3141720617671
0,344,489.787007951308
5,319,42.0926938053966
6,203,3.44907290385458
4,317,17.6504521624366
7,955,65.6758272556523
0,952,298.913110483712
4,322,5.37512362862367
5,908,85.8366750439968
1,183,8.85034301191606
6,975,5.27004111305911
4,417,0
7,953,50.1833758541732
5,325,52.2082221641234
7,952,89.5402720425861
3,143,1.33333333333333
4,319,0.204124145231932
6,384,2.9861980706877
6,749,5.34803228069561
6,977,7.73889373169552
7,10234,146.834130585371
1,362,2.73505383503131
3,322,1.11474080342631
1,10192,3.83165485754764
6,389,3.81629434977211
5,674,54.0636062225464
4,325,1.95315509236077
7,714,101.380389293656
6,982,6.2447363456069
4,908,2.66880256341812
7,10032,59.3991074701798
5,417,66.9674822444515
5,322,50.5929335731408
5,154,67.7867025089511
7,376,129.671530731896
0,716,375.442064225286
4,153,0
4,152,4.60520300712597
2,381,15.5171947636592
0,672,281.936890556043
5,664,50.7106342008521
5,337,68.5713142084584
2,979,10.4119894261147
4,143,1.9631215331319
6,731,5.17811408691195
1,423,5.92648195861568
7,371,100.373334726463
0,942,323.255072822165
6,986,3.38338490971593
4,335,0.489360484929593
0,347,264.861825413299
7,704,79.0552771300263
5,142,147.919117626753
2,203,14.0220605410967
4,931,4.27387527335751
0,172,687.176729602735
6,751,9.69858237063541
7,10186,71.0161252342737
0,348,420.57097635696
6,750,9.322910847298
4,337,2.04124145231932
6,752,2.37790070539244
7,932,70.9539395556127
6,10365,8.48444193720217
7,703,93.9949466726802
7,368,92.4696189825751
7,366,47.8504615094428
0,708,232.03609632986
1,10189,10.8145600994644
6,996,3.15565018321387
6,994,6.4309519401985
2,10253,10.4542085396493
6,995,3.32477533889601
6,909,5.6645349784196
7,189,120.541239732261
0,940,308.454445465674
2,387,10.0531674844592
2,389,9.65697379395548
1,189,8.42509008006104
6,216,56.4773405889477
7,191,82.2791496160386
4,10027,1.62512326948624
3,10254,0.916831342257085
1,237,5.6034536502462
4,148,6.12372435695795
5,329,34.9417097023468
2,202,23.9220641148533
7,956,63.8253080739836
5,330,54.7353441090567
7,378,67.5471616547953
4,10249,0
7,725,108.509718340612
5,10337,68.6233682258942
4,149,4.38341028359036
6,732,4.47213595499958
6,966,13.3790881602597
7,965,106.51056285646
5,163,84.2910213758558
4,10184,1.03686971902416
6,973,4.12633816678501
2,380,6.05275718703612
6,738,3.94063084144803
0,10368,352.508212670287
4,163,1.66594187138705
6,215,4.75945602484377
5,152,79.2079432153005
5,10270,32.2245813831646
0,718,330.907842155486
1,429,4.0700043077293
5,332,40.0490503855161
4,316,0
6,971,3.35329169882241
7,957,83.3934624339317
4,315,0
7,959,72.5049388238219
6,970,7.19297687026433
4,314,1.211542924254
0,954,352.014411919215
0,916,276.978550879051
5,910,63.6942818348833
7,960,132.500704834386
1,928,7.82943165242535
4,967,2.4879017610054
4,385,3.56265916452594
7,315,50.7242862579087
4,963,0
7,316,92.8803531431702
4,10250,18.3012078980136
4,381,0
4,980,1.60863346132773
0,698,294.944819653298
4,10179,3.39881568372691
4,387,0
4,981,7.46639983102845
4,202,7.16350399411379
7,149,119.339320920586
4,982,0.884046639911301
1,389,3.10650323013522
2,429,4.59219286334074
4,415,0
0,695,337.74202650927
7,314,117.714584143844
4,10257,4.78091443733757
7,10030,54.6230391985866
4,973,2.17195564051106
7,10184,95.8954960039634
7,142,152.414773424018
0,359,197.506359150185
4,972,3.11955152731955
4,203,9.17662935482247
4,738,12.5036226634582
4,395,0.724027985796491
7,311,108.203378017938
7,145,110.595590397559
4,964,6.23091288354434
7,148,91.1500594258355
4,966,3.1580584752872
1,381,7.76580274715321
7,10027,77.5626304363876
4,394,2.65361388801511
0,925,384.535999332454
0,360,217.19124225964
7,340,92.5373105625717
4,419,4.88441909110488
7,10368,107.159149554918
4,368,0.945483682534709
4,703,12.5846467305735
4,424,3.58099558946457
4,10189,0.956182887467515
0,921,283.005565665463
4,367,10.2734541245446
4,231,1.02899151085505
4,366,2
2,235,14.7300495238257
4,422,5.32040098739434
4,371,2.87795217049418
4,227,0.223606797749979
7,166,58.1913385656145
1,216,11.688984256178
7,931,50.6856981800587
4,223,1.61269665896411
4,999,2.69920623252731
7,341,74.9507348077478
4,704,13.0839778427845
7,10062,61.7216236300489
1,408,7.17524985811057
2,237,14.4359849272127
0,685,786.504763869707
4,414,1.88982236504614
4,575,11.25
1,944,5.81601985523792
7,337,94.6767569770338
4,321,0.188982236504614
7,338,234.08930389448
1,215,11.1816474531297
2,431,15.0914424090916
7,143,122.940171279715
4,191,0
4,968,0.802295557085754
7,417,78.0840733256309
4,959,1.15508640323159
7,322,47.4141942893246
0,699,302.34657314479
4,957,3.43553635592902
7,10254,47.9142637078633
4,401,1.76473389333512
7,343,65.7723346096214
1,203,9.08583408127074
7,662,96.3121144602945
4,402,2.4923162342769
0,693,250.733306874995
0,700,398.4595703955
4,725,6.73871326072392
4,960,6.37435573742113
0,358,130.614489730413
4,207,0
4,985,2.1155104857657
0,923,339.353530574606
6,419,6.06315963519886
5,925,87.7524815815223
1,371,6.3734647274131
2,216,95.4039014493889
7,698,125.93310226092
6,10187,4.627121827903
2,215,17.6294025234361
1,191,7.70790274367044
7,924,73.7935998892545
4,350,2.12234045438733
3,10184,2.07818203719264
7,360,77.4912516912067
7,696,127.629160517411
1,10187,11.2357654052772
4,352,0.426401432711221
0,926,293.213646381342
4,397,8.30662386291808
4,398,9.24608025057105
4,956,4.26916929292022
4,406,3.57623736407562
4,10193,2.88378319809185
0,701,332.632716084158
4,566,4.92144168260624
7,908,133.218341217648
4,210,0.458831467741124
7,325,165.588470317158
4,932,2.44980375980168
4,971,13.1199593495305
4,976,0.320256307610174
4,970,0.547964004533647
0,361,149.930287577277
4,979,0.320256307610174
4,955,0.277350098112615
1,385,6.77245552559438
4,986,0.953462589245592
0,719,453.977658355248
7,153,44.5406303684983
4,962,1.66309140334289
4,399,2.59807621135332
7,319,72.6329126498449
4,10191,0.28232985128664
4,954,1.20604537831105
1,10250,5.08826848647712
1,376,8.41930017190357
4,953,2.70602672661622
4,215,0.458831467741124
4,952,6.89516738979797
4,216,29.9472527064509
4,750,6.32455532033676
1,10253,7.589871793789
0,365,202.99589486818
6,999,14.2759307157957
7,10250,131.339255365637
0,729,273.675372519724
5,178,102.253804114275
3,335,1.57812426331902
7,967,62.2805892302874
6,957,5.34775294291551
7,968,70.3454678603025
0,956,190.872557832008
6,199,4.13695287439527
5,166,62.0062964311001
0,10062,378.415923437573
6,725,2.73739535568637
3,327,3.44182420326109
7,970,104.670912865036
6,956,6.31241323477486
0,725,329.340285103133
6,652,2.97689515467118
5,676,72.0046700889594
7,981,115.501077882137
5,679,119.28557171363
7,982,76.6545884205631
5,680,73.3225100238015
3,343,3.6906710272766
7,10253,117.181537127989
5,918,53.8770252162631
7,979,74.8029719689306
7,10179,105.623462305842
3,166,1.28388147753274
6,10262,7.46260518790028
0,962,273.586062023147
5,432,60.8790351187997
6,936,17.0324565216941
5,354,65.6826461099125
7,980,101.049333511064
3,342,4.66300222427459
5,10062,74.7057720725272
7,732,106.650117763871
6,10369,4.30448271323877
7,383,91.74742853767
5,344,59.1473945809474
1,361,2.33605283697584
3,332,1.87873475210704
5,342,52.7872840227394
5,345,37.9760690196052
7,971,92.9925098277166
6,955,5.63833749195653
3,330,2.9138421697951
7,738,76.4839229916358
6,10234,9.84526112739864
5,343,52.7003284181856
6,362,4.30367808062418
0,378,251.328565067816
0,957,489.218805314845
5,169,71.0521639360829
5,931,52.1193177279143
4,142,13.929097703938
7,202,136.623167874266
6,729,2.68505564365505
5,339,49.0302259242928
7,380,111.071125283734
6,962,3.08573153894417
3,325,6.04098555647226
5,341,34.8495732201011
7,963,34.6550096951321
5,10368,75.1420432691757
7,973,140.867091790124
6,953,4.55315086458805
7,739,93.3518013941317
6,952,7.86665179897495
7,740,197.03264062551
6,960,6.19760085922419
6,949,6.0195759084546
7,976,63.985818321223
4,408,19.7528057078819
7,331,135.491680130609
1,10257,5.26307894677631
0,692,422.596188413405
0,928,325.045905342169
4,10365,8.304547985374
4,949,4.47213595499958
7,327,125.592281023284
4,942,13.7372290674136
4,988,2.9424494316825
1,10193,9.71420555031055
4,10060,12.8240225965005
7,335,88.1125350933663
7,162,107.999939481949
4,10262,8.28279802258898
4,10362,1.00216216468644
0,690,350.765234879399
4,947,1.63798856404668
1,388,4.06201920231798
7,329,95.802124853454
4,996,0.522607194334227
4,228,0.681459803941116
4,421,1.3439955768796
4,10186,9.56182887467515
7,916,100.326134846975
0,929,185.096371295244
1,398,6.1196405123177
4,945,4.35452692745202
4,10032,1.06600358177805
7,10337,90.4326507821449
4,909,0.73208449814096
7,10270,86.8785261550765
